"PROFILO DEI LAUREATI"
"",""
"Numero di laureati","35"
"Hanno compilato il questionario","15"
"Tasso di compilazione","42.9"
"1. CARATTERISTICHE ANAGRAFICHE"
"",""
"Genere (%)"," "
"Uomini","65.7"
"Donne","34.3"
"Età alla laurea (%) "," "
"Meno di 23 anni","-"
"23-24 anni","11.4"
"25-26 anni","31.4"
"27 anni e oltre","57.1"
"Età alla laurea (medie, in anni)","27.0"
"Cittadini stranieri (%) ","48.6"
"Residenza (%) "," "
"Stessa provincia della sede degli studi","25.7"
"Altra provincia della stessa regione","11.4"
"Altra regione","11.4"
"Estero","51.4"
"2. ORIGINE SOCIALE"
"",""
"Titolo di studio dei genitori (%) "," "
"Almeno un genitore laureato","13.3"
"Entrambi con laurea","6.7"
"Uno solo con laurea","6.7"
"Nessun genitore laureato","86.7"
"Diploma di scuola secondaria di secondo grado","46.7"
"Qualifica professionale, titolo inferiore o nessun titolo","40.0"
"Classe sociale (%) "," "
"Classe elevata","6.7"
"Classe media impiegatizia","26.7"
"Classe media autonoma","26.7"
"Classe del lavoro esecutivo","40.0"
"3. STUDI SECONDARI DI SECONDO GRADO"
"",""
"Diploma (%) "," "
"Liceale","31.4"
"Liceo classico","5.7"
"Liceo linguistico","-"
"Liceo scientifico","25.7"
"Liceo delle scienze umane","-"
"Liceo artistico e musicale e coreutico","-"
"Tecnico","17.1"
"Tecnico economico","8.6"
"Tecnico tecnologico","8.6"
"Professionale","-"
"Titolo estero","51.4"
"Voto di diploma (medie, in 100-mi) ","82.9"
"Hanno conseguito il diploma (%) "," "
"Nella stessa provincia della sede degli studi universitari","34.3"
"In una provincia limitrofa","14.3"
"In una provincia non limitrofa, ma nella stessa ripartizione geografica","-"
"Al Sud-Isole, ma si sono laureati al Centro o al Nord","-"
"Al Centro, ma si sono laureati al Nord o al Sud-Isole","-"
"Al Nord, ma si sono laureati al Centro o al Sud-Isole","-"
"All'estero","51.4"
"4. RIUSCITA NEGLI STUDI UNIVERSITARI"
"",""
"Hanno precedenti esperienze universitarie (%) ","100.0"
"Portate a termine","100.0"
"Non portate a termine","-"
"Nessuna precedente esperienza universitaria","-"
"Titolo universitario precedente all'iscrizione alla laurea magistrale (%) "," "
"Titolo di primo livello italiano","100.0"
"Altro titolo italiano","-"
"Titolo estero","-"
"Ateneo di conseguimento del precedente titolo universitario (per 100 che hanno un precedente titolo di primo livello italiano) "," "
"Stesso Ateneo della laurea magistrale","100.0"
"Altro Ateneo del Nord","-"
"Altro Ateneo del Centro","-"
"Altro Ateneo del Sud-Isole","-"
"Altro Ateneo italiano telematico","-"
"Regolarità negli studi del precedente titolo universitario (per 100 che hanno un precedente titolo di primo livello italiano) "," "
"In corso","6.7"
"1° anno fuori corso","13.3"
"2° anno fuori corso e oltre","80.0"
"Voto di laurea del precedente titolo universitario (medie, in 110-mi; per 100 che hanno un precedente titolo di primo livello italiano) ","93.1"
"Motivazioni molto importanti nella scelta del corso di laurea magistrale (%) "," "
"Fattori sia culturali sia professionalizzanti","60.0"
"Fattori prevalentemente culturali","20.0"
"Fattori prevalentemente professionalizzanti","13.3"
"Né gli uni né gli altri","6.7"
"Età all'immatricolazione (%) "," "
"Regolare o 1 anno di ritardo","28.6"
"2 o più anni di ritardo","71.4"
"Punteggio degli esami (medie, in 30-mi) ","25.9"
"Voto di laurea (medie, in 110-mi) ","106.6"
"Regolarità negli studi  "," "
"In corso","82.9"
"1° anno fuori corso","17.1"
"2° anno fuori corso","-"
"3° anno fuori corso","-"
"4° anno fuori corso","-"
"5° anno fuori corso e oltre","-"
"Durata degli studi (medie, in anni) ","2.2"
"Ritardo alla laurea (medie, in anni) ","0.2"
"Indice di ritardo (rapporto fra ritardo e durata normale del corso) ","0.12"
"5. CONDIZIONI DI STUDIO"
"",""
"Hanno alloggiato a meno di un'ora di viaggio dalla sede degli studi (%) "," "
"Più del 50% della durata degli studi","100.0"
"Meno del 50%","-"
"Hanno frequentato regolarmente (%) "," "
"Più del 75% degli insegnamenti previsti","86.7"
"Tra il 50% e il 75%","13.3"
"Tra il 25% e il 50%","-"
"Meno del 25%","-"
"Hanno usufruito del servizio di borse di studio offerto dall'organismo per il Diritto allo Studio ","46.7"
"Hanno svolto periodi di studio all'estero durante il corso magistrale (%) ","13.3"
"Hanno svolto periodi di studio all’estero riconosciuti dal corso di studio","13.3"
"Con Erasmus o altro programma dell'Unione Europea","13.3"
"Altra esperienza riconosciuta dal corso di studio","-"
"Iniziativa personale","-"
"Hanno svolto periodi di studio all’estero riconosciuti solo nel precedente corso di studio ","-"
"1 o più esami all'estero convalidati (per 100 che hanno svolto esperienze di studio all'estero riconosciute dal corso che stanno concludendo)","100.0"
"Hanno preparato all'estero una parte significativa della tesi (per 100 che hanno svolto esperienze di studio all'estero riconosciute dal corso che stanno concludendo)","100.0"
"Hanno svolto tirocini formativi curriculari o lavoro riconosciuti dal corso di laurea magistrale (%) ","100.0"
"Tirocini curriculari organizzati dal corso e svolti presso l'università","86.7"
"Tirocini curriculari organizzati dal corso e svolti al di fuori dell'università","6.7"
"Attività di lavoro successivamente riconosciute dal corso","-"
"Hanno svolto tirocini formativi curriculari o lavoro riconosciuti solo nel precedente corso di studio ","-"
"Tempo impiegato per la tesi/prova finale (medie, in mesi)","4.6"
"6. LAVORO DURANTE GLI STUDI UNIVERSITARI"
"",""
"Hanno avuto esperienze di lavoro (%) ","33.3"
"Lavoratori-studenti","-"
"Altre esperienze di lavoro con continuità a tempo pieno","-"
"Lavoro a tempo parziale","-"
"Lavoro occasionale, saltuario, stagionale","33.3"
"Nessuna esperienza di lavoro","66.7"
"Lavoro coerente con gli studi (per 100 che hanno avuto esperienze di lavoro)","40.0"
"7. GIUDIZI SULL'ESPERIENZA UNIVERSITARIA"
"",""
"Sono complessivamente soddisfatti del corso di laurea magistrale (%)"," "
"Decisamente sì","60.0"
"Più sì che no","40.0"
"Più no che sì","-"
"Decisamente no","-"
"Sono soddisfatti dei rapporti con i docenti in generale (%)"," "
"Decisamente sì","40.0"
"Più sì che no","60.0"
"Più no che sì","-"
"Decisamente no","-"
"Sono soddisfatti dei rapporti con gli studenti (%)"," "
"Decisamente sì","60.0"
"Più sì che no","40.0"
"Più no che sì","-"
"Decisamente no","-"
"Hanno utilizzato le aule (%) ","100.0"
"Valutazione delle aule (per 100 fruitori)"," "
"Sempre o quasi sempre adeguate","20.0"
"Spesso adeguate","60.0"
